ID,Transcription,duration,duration_bin
ID_ACVGUQ,We are in this sort of upper orange region.,2.881,short
ID_DKWYTU,"I'm seventy years old, and if I got to give my life for the revolution, I'd give my life for the revolution.",5.906,medium_long
ID_AYHELW,This deal can be regarded as something of a victory for everyone.,3.441,short
ID_FRKCIB,"As Mexico moves towards joining the United States and Canada in a free trade arrangement, should the Caribbean seek to get in on the act?",7.604,medium_long
ID_QPEZWC,"Also, the government of Haiti and the Haitian army should publicly commit themselves to free and secure elections and a transfer of power to whoever is elected.",9.867,long
ID_MJFIVQ,"And as the BBC's Harry Peart reports, the rest of the cricketing world has been just as stunned.",4.733,medium_short
ID_VCWAGV,"I'm Hugh Crosskill, and this is BBC Caribbean Report.",3.406,short
ID_NJQAQM,And it's touch and go for some venues at the Pan American Games.,2.701,short
ID_OEJYUS,"Regional airline Liat says privatisation plans are on schedule and West Indies World Cup hopes dashed, sparking angry reaction.",7.641,medium_long
ID_VCUGBT,embargo to the detriment of the focus on what had been going on in terms of human rights in Cuba.,7.144,medium_long
ID_BKBFNB,And I am not the one that will talk about black scandal bugs.,6.462,medium_long
ID_XRWSNV,Mr. Pandey is said to be reacting in a measured way to criticisms made by Mr. Mirage of Prime Ministerial appointments and the way the government has been handling allegations of corruption.,9.426,long
ID_WBHLGC,"Swanton wrote in the Daily Telegraph that of the formidable array of modern West Indies fast bowlers, none was faster or more highly rated than Malcolm Marshall.",9.343,long
ID_GBRTUX,A Dominican official told the BBC that his government did in fact violate the spirit under which the Dominican Republic was accepted into the Lomé Conventions.,12.109,long
ID_WHBSXP,"From Miami, the BBC's Malcolm Brabant reports.",2.704,short
ID_BYFGER,Increased security in the Dominican Republic for President Castro's visit.,3.521,medium_short
ID_XIQXLC,The government of Trinidad and Tobago has taken the responsibility for the nine million dollar refurbishment work to the building to house the Caribbean Court of Justice.,7.706,long
ID_MJZDQK,Attorney General Ramesh Murad is warning that the constitutions of both the ruling party and the nation are being overlooked in the appointment of a minister to act for the Prime Minister when he's out of the country.,9.969,long
ID_NYIPEB,"Well, what's happening is that I believe you've heard of Professor Gray.",4.981,medium_short
ID_XEAESQ,"After delivering a judgment that lasted for an hour, Justice Ephraim Georges declined to grant the former Antiguan Attorney General a judicial review of what is called the Alan Joseph Forensic Audit Report.",10.691,long
ID_YMWLTV,"It might be a bit premature to say at the end, but it could well be.",3.463,medium_short
ID_UCYHGX,The Cuban leader has traveled the length and breadth of the nation to ask people to vote for the entire list of recommended candidates.,7.143,medium_long
ID_CADNLA,"Vincent, and it seemed certain that at least five of the fourteen sentenced to death would hang.",4.903,medium_short
ID_WBGNOD,"and also in North America, not only between U.S.",2.923,short
ID_PMEPVP,But what does that mean and how does it relate to the symptoms of the illness that he showed earlier?,5.185,medium_short
ID_PBDYQL,"PNC leader, Mr. Desmond Hoyt, Friday confirmed one of his close aides had been detained by police and his car seized in the official investigation.",9.228,long
ID_QUHXWQ,The Jamaica opposition raises new questions about the West Kingston Commission of Inquiry.,4.461,medium_short
ID_JFCDAG,"It's been revealed in this trial that semen, hair, blood, and clothing fiber tested from the murder scene all proved Mundy was the killer, but the Crown had been too hasty in cutting a deal with the Jamaican man before those DNA test results were returned.",13.069,long
ID_EPCWOR,We're working on current negotiations mandated by governments on agriculture and services.,5.521,medium_long
ID_WBGUIN,"Amidst growing Caribbean concern over WTO ruling, the United States promises to honour a pledge on bananas.",6.403,medium_long
ID_MUXYGY,"However, he suggests that with Mr. Douglas apparently taking an opposite view, and with the St.",5.581,medium_long
ID_EBUZDG,"you have International Creole Day, which has been extended to a whole month.",3.382,short
ID_EVEBRC,"Ambassador Hearst believes that the president is no lame duck leader and that after making unprecedented promises to regional leaders in Barbados, he still has time to improve his standing with the Caribbean in its final months in office.",13.643,long
ID_NFRETZ,Yet another eruption in Montserrat.,2.022,short
ID_UHHTXG,Trade and development on the agenda as Britain and the Caribbean again sit down to talk.,5.223,medium_short
ID_WCMUAA,"Today, it got this stinging rebuke from a lawyer working with the GHRA to get MPs to vote for the laws.",5.924,medium_long
ID_GHMKYO,"From London, BBC Caribbean Report.",3.22,short
ID_IPYNPI,"Another minister, Bernard Walker, is said to be rejecting the prime minister's order for him to return a per diem of more than one thousand two hundred dollars U.S.",7.843,long
ID_QLBNOC,I'm Oren Gordon and this is BBC Caribbean Report.,2.642,short
ID_CTSGHI,"But first, this report from Oren Gordon.",2.222,short
ID_FVLGZL,"He maintained, however, that all of the normal procedures are followed when someone is shot and killed by the police.",5.822,medium_long
ID_XRNFEL,And documents appear in Trinidad's courts giving the alleged inside story of last year's attempted coup.,5.801,medium_long
ID_XLYSWC,"According to a statement issued by the West Indies board this afternoon, the tour committee unanimously recommended that Winston Benjamin be replaced on the grounds of both discipline and fitness.",9.888,long
ID_JNMGTP,Last night's announcement that CaribExpress has suspended all flights with immediate effect was received with regret by operators of Liat.,7.445,medium_long
ID_HTDNXQ,moves in Geneva today to impose punitive import duties on European goods.,3.964,medium_short
ID_AEXMNZ,"And once again, the northeastern Caribbean came out of Hurricane Jose relatively unscathed.",5.623,medium_long
ID_EZBVZF,And Cuba looks set to buy goods from the United States.,2.482,short
ID_LGQXER,"which includes fourteen Caribbean nations, say the timetable is unrealistic and ignores the range of tax practices in developed nations which are just as harmful.",8.465,long
ID_VVTOEQ,Lucia observed its own Creole Day last week.,2.421,short
ID_ZQLHWC,"The latest Atlantic tropical storm, Jose, keeps residents in the southeastern Caribbean on guard.",6.084,medium_long
ID_YOAJFL,Mr Charles had claimed he had evidence that there was an alleged plot to assassinate Dr Fletcher.,4.621,medium_short
ID_VZMOKR,Lucia have joined counterparts in several other Caribbean islands in announcing a boycott of American airlines.,5.564,medium_long
ID_YCWVKZ,Cuba's president Fidel Castro has kicked out his foreign minister Roberto Rabaina.,4.402,medium_short
ID_BYYMHY,CARICOM Chairman Dr. Kenny Anthony is scheduled to arrive in Guyana on Sunday for a one-day visit.,4.963,medium_short
ID_ZPCDNH,I asked him what caused the accident.,2.225,short
ID_NSFRRJ,"For more on the first hurricane to threaten the region this season, we can now go live to our correspondent Jerome Sawyer in Nassau.",7.367,medium_long
ID_TEUYLW,"Lucia as the UN-Fonds scandal, has adjourned for a date to be announced.",4.243,medium_short
ID_AMUSNG,The Cuban authorities have confirmed that they arrested four leading dissidents on Wednesday.,4.421,medium_short
ID_GSKBBG,"Some senators elect argue that Mr. Anthony is holding far too many meetings with social partners, such as churches, unions, and NGOs, instead of focusing his efforts on establishing a governing accord with the parties.",13.427,long
ID_EDUGOG,"Reverend Curtin, your major findings suggest that Haitians are deeply divided.",3.982,medium_short
ID_ZZQHVF,Officials are warning against mere tokenism.,2.421,short
ID_CDDZGJ,And a new report in Britain says nurses from overseas face racism and exploitation.,4.662,medium_short
ID_TOZMGV,A new government is poised to take over in the Turks and Caicos.,2.822,short
ID_JUGLYH,Fidel Castro has spoken for the father and said that he does not need to come.,5.004,medium_short
ID_MYOZVW,"But then how would you respond to those who might want to suggest that this could quite possibly be interpreted as a way for your organization to use the PR resources, the substantial PR resources of the world's insurance companies for what essentially could be perceived as a Greenpeace cause?",16.161,long
ID_AMNEXB,"In Georgetown, Sharif Khan for BBC Caribbean Report.",3.962,medium_short
ID_BFIKOR,I'm swayed emotionally about the lives of Mexican-Americans that seek a better way of life.,6.822,medium_long
ID_HYXBRG,"the repositioning and the orientation of our various economies, our small economies here in the Caribbean region, especially as we are now troubled with the challenges from globalization and trade liberalization.",12.306,long
ID_ELKIVQ,Vincentian opposition to challenge election results in court.,3.181,short
ID_BGSKNK,Prices continue to rise as a result of the high exchange rate demanded by the bauxite companies.,5.361,medium_long
ID_EKHVOR,Having the final Court of Appeal for the Caribbean situated within the region...,3.863,medium_short
ID_AISTDZ,"Because the Dominican Republic is claiming, and looking at the memorandum, it does appear to be a fair claim, that they haven't violated it, that they're willing to pay the twenty percent tariff to get their bananas in, and as such, they haven't actually broken the letter of that agreement.",15.666,long
ID_AKFTKV,I'm Oren Gordon and this is BBC Caribbean Report.,2.542,short
ID_OSNMDJ,main role is to assist the two parties in implementing the terms of the two peace agreements which they signed earlier this year.,6.845,medium_long
ID_CUSOVJ,A number of the enlisted men are no longer in the military.,2.661,short
ID_MSQKZA,in using violence and criminality as a means of achieving political power.,5.796,medium_long
ID_QUANHU,"In some countries, schools were closed today and government workers were given time off to stock up on supplies and prepare themselves.",6.945,medium_long
ID_DOINIC,"Dr. Cherry Jagan, the leader of the opposition People's Progressive Party in Guyana, told delegates at his party's Twenty-Fourth Congress in Georgetown yesterday that they were on the threshold of electoral victory.",11.991,long
ID_FQUWGY,John Griot joining us live from St.,2.122,short
ID_YGKOYJ,"When the two Tobago senators appeared, it was clear that the president had not budged.",4.401,medium_short
ID_ENBIJO,"It is the first time in more than three decades that citizens, in this case citizens from the city of Santiago de Cuba, where Castro went to school, will have a chance to vote for or against him.",11.983,long
ID_RYQBYS,This is the latest development in the story of Century National's collapse in July of last year.,5.021,medium_short
ID_ORHIGB,"is designed merely to deal with those disadvantages which the Caribbean Basin countries, including CARICOM, would otherwise suffer because of the coming into being of NAFTA in its first three years of operation.",13.913,long
ID_TWEHFK,Grenadians heading into a weekend of intensified election campaigning and the traffic brought to a halt in downtown Kingstown as ULP supporters and minibus drivers protest in St.,10.227,long
ID_LNPIBW,"Borger Breveld, army spokesman, told me he was frankly fed up with the attention.",4.214,medium_short
ID_PRQALH,"However, I did speak with the Coalition's International Affairs Director, Jack O'Dell, and asked him to expand on Reverend Jackson's criticism.",7.766,long
ID_GIEITM,"Britain's opposition leader, Neil Kinnock, says the Caribbean is confronting more than mere marginalisation.",6.744,medium_long
ID_SKRVSL,Prime Minister Douglas spent a great deal of time warning of the dangers of a breakup.,3.925,medium_short
ID_GLLQDU,I'm Debbie Ransom and this is BBC Caribbean Report.,3.082,short
ID_SVLTWW,The effect of what happened in parliament today,2.061,short
ID_KRFCKQ,It is better to fail with the people than to succeed without them.,3.961,medium_short
ID_WCUIXI,Our policy recognizes the importance of helping Cuban families to overcome the divisions imposed by immigration and exile.,7.864,long
ID_OPWCNB,"For many years, they have argued that the organization worked in favor of the richer nations, and they want their role in a globalized economy to take on a new shape.",8.205,long
ID_YOLBZT,"I mean, Air Jamaica and Virgin are much closer together in terms of culture.",5.081,medium_short
ID_YIPOQR,Public servants are to take to the streets tomorrow and a special team is set up to track down Jamaica's police killers.,6.343,medium_long
ID_WXFINS,This is viewed as the first step on what will be a very long road to the Caribbean eventually becoming a part of the proposed Enterprise of the Americas initiative.,8.408,long
ID_ATOEAW,Montserrat's governor says they're monitoring carefully the health risks from heavy volcanic ash.,5.284,medium_short
ID_AWDDGE,We have been pressured to receive municipal waste from cities like New York and Philadelphia.,5.786,medium_long
ID_PVBQDD,The government has a nine-six majority and was expected to defeat the motion.,4.544,medium_short
ID_GZVRNC,"Most of the employees to be fired are based at the airline's headquarters in Trinidad,",3.953,medium_short
ID_BIWDEH,But he points out that CARICOM leaders may have misinterpreted the country's position as outlined in the run-up to gaining ACP membership.,7.806,long
ID_ZCBXTE,"By evening, all the windows on that building had been smashed.",3.343,short
ID_SUPHQJ,"the provision of shelters on the Crown land that's been made available recently by the government of Montserrat, and we've agreed a fast-track tendering process to get these up as quickly as possible.",10.322,long
ID_QCGMAG,They called for his resignation and threatened to pull out of the cooperation talks.,3.922,medium_short
ID_SQOBOL,And story of CIA involvement in inner-city drug sales admitted to be false.,4.082,medium_short
ID_RMALZG,"The CBI party, which exists in two separate forms in the House and Senate, was to have been finalized by both bodies, but after careful evaluation, the Republican leadership, lacking the votes in the House, decided to pull theirs.",11.765,long
ID_GIEWRH,"From Castries, Pete Nimval reports.",2.161,short
ID_YACPYY,Trinidad government reacts cautiously to calls to intervene in the dispute between travel agents and British and American airlines.,7.286,medium_long
ID_SAYEPA,And it's estimated that by the year twenty twenty five persons over sixty will make up a little under a fifth of the population in the Caribbean.,8.246,long
ID_QYVJAB,"Section three-oh-one trade law, which authorizes the use of retaliatory tariffs.",5.041,medium_short
ID_PVPVBJ,"From London, BBC Caribbean Report.",3.142,short
ID_PHVJLX,"There are no national statistics, but people have been going out to the polls since early in the morning.",4.822,medium_short
ID_QSENXF,How do we go with speaking as far as we can in the Commonwealth with one voice to the World Trade Organization's ministerial at Seattle at the end of the month?,9.751,long
ID_MBTKKV,"Trinidad and Tobago's opposition leader of only two days, Bastio Panday, says he'll no longer be upholding his end of an agreement that saw his rival Patrick Manning installed as Prime Minister on Christmas Eve.",12.004,long
ID_NDOQLT,Montserrat-Sufra Hill volcano spews more ash.,2.882,short
ID_LTGJTB,Jamaican Prime Minister PJ Paterson speaking in July at the CARICOM Summit in Trinidad.,4.962,medium_short
ID_KQWGIE,"So, the one percent of the nation's population.",2.882,short
ID_JBZECZ,And who's responsible for the bad state of Liat's finances?,3.72,medium_short
ID_WITUJK,The Carter Center is still in discussions with the Guyana government in the belief that President Hoyt may be prepared to concede.,6.566,medium_long
ID_LQEVRE,"In a northern suburb of the capital Monday afternoon, armed gangsters killed a soldier and wounded seven civilians while committing several hold-ups and shooting at passers-by.",9.947,long
ID_AQLEYE,We're in the center of the storm now called the eye and it's just lingering over.,3.985,medium_short
ID_SBZIJR,"I'm Orin Gordon, and this is BBC Caribbean Report.",2.742,short
ID_ZPSLMU,Police and soldiers set up roadblocks on the main highway to the capital.,3.562,medium_short
ID_GSCWHU,"From London, BBC Caribbean Report.",3.143,short
ID_QOZMTD,"Meantime, in Anguilla, damage was minimal.",2.241,short
ID_EKOCQN,and saw them taking documents away for possible presentation in evidence.,3.26,short
ID_VBNAJE,"As an employer, I think we have a social responsibility to keep things as stable as possible",4.941,medium_short
ID_GYDEYN,"The current sugar harvest and the fact that Cuba's infant mortality rate was half that of Washington, D.C.",6.065,medium_long
ID_JSHGSV,"in a country where the national population is, what, seven hundred thousand?",4.243,medium_short
ID_PXWDAB,"Hello, I'm Oren Gordon in Edinburgh.",2.101,short
ID_YBTZMD,"Biting austerity measures in Dutch Saint-Martin have sent gas prices there soaring, causing anxiety among bus drivers and the business community.",8.607,long
ID_AKULQH,economic aid to Guyana if the PNC government fails to make immediate progress towards electoral reform.,6.382,medium_long
ID_ENYQDX,Over two-thirds of the electorate live abroad and are upset by the news that they will either have to prove their intention to live on the island or return home for the vote.,8.987,long
ID_EHZHLO,"She's decided to have what has been called a virgin birth, that is, to become pregnant by artificial insemination without herself ever having had sexual intercourse.",9.812,long
ID_ZINAXX,Right now it appears that it's getting a lot more difficult to do so.,2.766,short
ID_EDMTWA,"you know, you have to go much, much further before you can have a program which can count on the support of especially the Dutch government.",9.924,long
ID_EUPPBW,Montserrat's Chief Minister David Brandt says he's prepared to go as far as holding an inquiry into what he calls overspending on a temporary government headquarters in Montserrat.,8.482,long
ID_QTKHKP,The assembly is the first meeting of the two groups since the signing of the Fourth Lome Convention late last year.,5.445,medium_long
ID_PINRZG,"From London, BBC Caribbean Report.",3.182,short
ID_OUNCEG,"Hosted by the Eastern Caribbean Central Bank, delegates looked at a number of fiscal matters, including economic reform and collective responsibility of the international community in a competitive environment.",12.467,long
ID_GOUGQF,"Notwithstanding Mr. Maraj having been recently elected Deputy Political Leader, Prime Minister Pandey has steadfastly refused to leave Mr. Maraj, Head of the Government, in his absence.",10.287,long
ID_SPHKRQ,It is one of those old legacies of the colonial rivalries.,4.422,medium_short
ID_HRDBIN,"Actually, there were nine people who were murdered in a six-hour period.",4.044,medium_short
ID_YMAZTK,The reports to us are that it's moving toward us right now.,5.623,medium_long
ID_ZQKELU,Governor Rafael Hernandez Colon of Puerto Rico,2.54,short
ID_RUJLFC,"More demonstrations in Guyana's capital, Georgetown.",2.701,short
ID_NAIRCG,"Earlier this year, Caribbean leaders attending a hemispheric security conference in America used the occasion to again warn that any threat to the regime would push Caribbean economies into the vice-like embrace of the drug barons.",12.703,long
ID_LBKKSV,"After we made a couple of forays and we did some studies, we recognized that we needed to call in the army.",7.644,long
ID_QIDCJP,"In Montserrat, islanders are taking matters in their own hands, and after Hong Kong, Britain's remaining dependencies ponder their future.",7.144,medium_long
ID_MIHDAP,"For the third time, nine convicted killers at the state prison in Trinidad have had their death warrants read to them.",6.283,medium_long
ID_OGODKT,"Miami-based exiles head for Cuban waters in commemoration of the shooting death of exiles four years ago, or four exiles a year ago.",8.527,long
ID_TZISFV,The British government warns the Caribbean that the banana battle is far from over and a report into the recent foreign exchange scandal in Jamaica has just been published.,8.363,long
ID_PUBRPG,The need for expedition in the disposal of capital cases has now apparently been superseded by the need to wait upon the determinations of the Human Rights,10.883,long
ID_SLTLHA,"Earlier today, the EU's ambassador to the WTO, Roderick Abbott, said the other candidate, New Zealand's Michael Moore, now has greater support than Dr Superchai.",8.648,long
ID_MMBADG,"Despite last-minute appeals for clemency, Vincentian Philip Saunders was hanged this morning at Fort Charlotte, overlooking the capital, Kingston.",8.265,long
ID_TZPXEK,route so that the island can continue to act as a hub for passengers from the U.S.,4.322,medium_short
ID_EOOEHE,"The United Nations High Commissioner for Human Rights, Mary Robinson, has said she's greatly concerned by allegations that Al Qaeda and Taliban prisoners being held at a US naval base in Cuba are being mistreated.",12.804,long
ID_EGLNKB,"Today, both sides in the banana dispute moved a step closer to a trade war.",4.104,medium_short
ID_NDWINW,"They include the telephone company Batelco, shortlisted for privatization in about a year's time.",5.001,medium_short
ID_ULCLLD,"the Pensioners' Cup in Australia and culminating in the World Cup to be played in India, Pakistan and Sri Lanka.",5.548,medium_long
ID_HWMUNI,And I haven't had an explanation as to why that happened.,2.982,short
ID_YRSMYG,"The Attorney General of Barbados, David Simmons, resigns and says a Caribbean court can become a reality next year.",5.604,medium_long
ID_MESBKK,So we are asking them to make it to be at least eight percent.,3.762,medium_short
ID_DDBDWV,I guess I'd say it's not going to make the front page of the Washington Post.,5.404,medium_long
ID_ZTFUFL,"The Commonwealth of Dominica appears to be sending out conflicting signals about its economic citizenship program, which targets wealthy Far Easterners.",8.41,long
ID_MTFOUM,They won in two key constituencies where they have always won and really lost badly in all the other constituencies.,7.303,medium_long
ID_WRZZGC,But the fact remains that Anguilla is a dependent territory of Britain.,5.394,medium_long
ID_XICIPV,"they face the risk of being eliminated from the market by imports from Asian countries who have their own textile machinery, their own fabric, etc.",12.048,long
ID_KRFXZF,"We feel as part and parcel of the CARICOM family, it behooves us to be part and parcel of this collective endeavor.",8.083,long
ID_SEJAVP,"Mr. de Klerk, who wrapped up a private visit to St.",2.223,short
ID_KGCTPR,"The head of the powerful Senate Foreign Relations Committee, Senator Helms, has consistently held up the payment of America's U.N.",5.702,medium_long
ID_OSOZUS,"And many of the powers which he holds, that we should exercise them not only in consultation with the government,",9.686,long
ID_OVTVKX,His Antigua Labour Party won Tuesday's general election with an increased majority.,4.341,medium_short
ID_HGPZHM,"They were the ones who described it first as a Bank of Jamaica scandal, and in the early part of their campaign they indicated that there must be some type of accountability given, and in fact called for the resignation of the central bank governor as well as the minister of finance.",16.212,long
ID_MOWNXN,There's no relation between the case of Ms.,3.705,medium_short
ID_RYUGUM,Two videotapes and their transcripts were entered into evidence Thursday afternoon,4.664,medium_short
ID_ENOCLJ,"That to me is bizarre, quite frankly, but don't forget the man held out alone for eleven hours, which would further consolidate that notorious reputation as a very resourceful and determined person, a criminal.",20.378,long
ID_RZWYPC,"Two other candidates who'd previously entered the race, Ken Boyer and Louis Straker, have dropped out.",4.964,medium_short
ID_XWCMVX,"After we have provided the answers, as it were, to the sixty-one questions, experts from each of our countries will gather in Washington or in some other capital within the hemisphere, and they will pore over the answers provided by member states",14.843,long
ID_YCTTRH,"From London, BBC Caribbean Report.",3.162,short
ID_BNSHQE,The Montserratian authorities say it's believed that the fire was started by a child by accident.,4.629,medium_short
ID_KLGXDT,"In what is likely to be one of the most crucial sittings of the St Kitts and Nevis National Assembly, parliamentarians are gearing up to discuss a resolution on the Nevis referendum scheduled for Monday.",10.752,long
ID_FKKDFK,Thirty-seven prominent Trinidadians go public with their support for economic and political union with Guyana and Barbados.,7.365,medium_long
ID_ZPAJTY,"According to Justice Georges, the insistence by the Attorney General is an erosion of the principles of the separation of powers guaranteed under the Constitution.",9.342,long
ID_NUMGKJ,"A general election must be held by March, two thousand and two.",3.463,medium_short
ID_FOQCTF,Lucians employed by the Water Sports Department of Sandals and a Swiss national who served as a translator.,5.723,medium_long
ID_NWGJOH,"Demi Eugenia Charles, you're listening to BBC Caribbean Report.",3.801,medium_short
ID_GZAVWR,I'm Mike Jarvis and this is BBC Caribbean Report.,3.223,short
ID_SDKDOX,"So in effect, the roll-off of about two hundred and three thousand voters is actually less than it was in",5.23,medium_short
ID_VKYPAB,Trinidad and Tobago's prime minister to push for another attempt to elect a speaker.,4.204,medium_short
ID_LOHBCS,"The ministry emphasized that Taiwan does not plan to offer Haiti direct financial assistance,",5.304,medium_long
ID_LYPBXE,Mr. Ortiz-Brennan says Ecuador holds some common points of view with Caribbean banana producers and both sides want good conditions in terms of access to the European market.,9.106,long
ID_FRQIVJ,I put it to APTA's head of corporate affairs Keith Batten that it would be fairer for American Airlines to keep the nine percent in place rather than reduce it.,7.683,long
ID_IBZKBZ,I'm Oren Gordon saying goodbye from London.,2.263,short
ID_PUOPKK,I am Keith Stonegraves and this is BBC Caribbean Report.,3.722,medium_short
ID_MRZUFG,"He was referring to the proposal for some sort of three-way union involving Barbados, Trinidad and Tobago, and Guyana.",6.402,medium_long
ID_APNZXT,Pete Ninval in Castries takes a closer look at the banana situation.,3.974,medium_short
ID_BCHYFX,Opposition parties say that President Carter's Center helped to ensure voter registration was accurate for elections in Panama and Nicaragua.,8.423,long
ID_QIXRXG,"Well, she's special because she brings light to the world about all the sadness that's going on in the world.",5.982,medium_long
ID_JOSEVL,I'm Ken Richards saying goodbye from London.,2.342,short
ID_QPNHGB,"At the age of thirty-seven, Ruben Mead, Chief Minister of Montserrat, is the youngest head of government in the Caribbean.",6.604,medium_long
ID_IURKGK,Sugar remains one of the outstanding issues in the second phase of the Caribbean Basin Initiative proposals.,5.483,medium_long
ID_JSDJQN,"So there is something wrong with the procedures and the decision-making, and that remains the case.",4.785,medium_short
ID_FMOERY,Ambassador Thomas says it's better to observe elections that are free and fair than to stay away from polls which can in the end be controversial.,7.142,medium_long
ID_WBEAEF,"Given their alleged record of torture and murder, Dr. Roy believes Lafontant and Regula should be arrested without delay.",7.526,medium_long
ID_MPYNHT,My grandmother grew up knowing about the death penalty and my father and I grew up with it.,4.144,medium_short
ID_ZGMACH,That's it for BBC Caribbean Report.,2.221,short
ID_CFBOXD,The latest Atlantic tropical storm keeps residents in the southeastern Caribbean on guard.,4.722,medium_short
ID_SEAANC,"The hurricane also caused widespread flooding, damage to buildings, uprooted trees and disrupted telecommunications at least temporarily.",8.327,long
ID_VQWPSB,"From Kingston, Alan Tomlinson reports.",2.201,short
ID_LPPMUC,"cash crops, but not illegal crops.",2.446,short
ID_RRPPOJ,Lucia government that the American Airlines decision has implications for the wider economy.,4.563,medium_short
ID_HRANKE,"We need the debt of the association to be wiped out like tomorrow, if possible, so that the earnings from the market, we can pass that on to the farmer to give him an additional incentive to produce the quality because so far we have been producing bananas",19.103,long
ID_BZPCQT,I was not aware of that at all.,2.062,short
ID_NKFERX,and that good men should make sure that they do not associate with bad men as far as possible.,5.861,medium_long
ID_SGGREI,"Last week, unions representing LIAT workers put together an alternative restructuring proposal.",5.443,medium_long
ID_HKPTIU,The turnout for this election just gone by was down.,3.241,short
ID_LJMLKL,"I believe that that is the way to resolve these problems, not shouting at each other.",4.67,medium_short
ID_DPTGAA,The reason would seem to be that she's busy dealing with the Kosovo crisis.,3.922,medium_short
ID_DQGZSM,The source of all this interest is a leaked memo from the Foreign Office which said that rumours about his business dealings cast a shadow over his reputation.,8.69,long
ID_FCOVRW,The Cuban leader will remain after the meeting for a two-day state visit.,3.721,medium_short
ID_VFDBSG,"David Dikiris, the editor of the Daily Stabrook News, helped me to make sense of it all.",4.643,medium_short
ID_LRJFLZ,The government of Prime Minister Erskine Sandiford recently announced tough austerity measures to correct serious imbalances in the once thriving economy.,7.944,long
ID_GGECKX,I'm Elettra Naismith and this is BBC Caribbean Report.,2.684,short
ID_UAKVJI,The board now says that it will also be requiring the full disclosure of outside business interests by its senior staff in the bank.,8.602,long
ID_VLBQJU,to allow their staff to attend the funeral and as a mark of respect for the late president.,4.724,medium_short
ID_NRAQRU,And I think they are going to be facing a general election fairly soon.,4.244,medium_short
ID_QAKQZT,"But in the long term, it's going to be a while before we can assess what's actually going on.",5.665,medium_long
ID_AECBZZ,I'm Moya Thomas and this is BBC Caribbean Report.,3.321,short
ID_DDGMLC,"However, Mr. Huntley admits that the slowed pace of the unity debate may have already caused some people to become apathetic about the issue.",7.089,medium_long
ID_JWTYHJ,What has Mr. Moore been saying to the concerns being raised by these developing countries?,4.643,medium_short
ID_QDSLHK,"More than a year ago, in fact, we have determined that they were going to reduce travel agency commissions as part of their overall cost compression initiative.",8.882,long
ID_UWVTLO,Belize refuses to take its border dispute with Guatemala to arbitration and a wider worldview of the Elian Gonzalez saga.,7.366,medium_long
ID_DUECSI,Federal Aviation Administration today published legislation approved by Congress requiring Caribbean and other airlines operating within U.S.,8.345,long
ID_HFIUGD,"What we did, we went back one title per year for the last twenty years and picked out the best tracks that were being released on BP for the year.",7.925,long
ID_ISYOND,"He has also suggested that when necessary, there should be interface between the Chief Justice and the",5.824,medium_long
ID_KGVUAV,"So he can be, in fact, appointed Prime Minister of Dominica.",3.202,short
ID_KIYQHD,Montserrat's chief minister criticizes the West Indian Commission's method of gathering the views of the people.,5.606,medium_long
ID_OFQEHI,"Fine weather all day, much over much of the country, the turnout has been very heavy, and counting will go on well into the night, but the first results are expected to come through in about forty-five minutes from now.",10.123,long
ID_LBDHYP,I'm Bertram Niles and this is BBC Caribbean Report.,2.602,short
ID_TDLBJJ,CARICOM's chief negotiator declares himself satisfied with the new agreement between the ACP and Europe.,5.484,medium_long
ID_YKNSMH,"He says Britain must pay more attention to the Spanish-speaking countries, Puerto Rico, Cuba, and the Dominican Republic.",5.985,medium_long
ID_SUMORW,"But how optimistic are you, though, that they will take your message seriously?",5.384,medium_long
ID_SPSTQJ,Have there been any security concerns during the voting process?,3.361,short
ID_YTWFTX,Clark during the post-mortem examination.,2.421,short
ID_VEDPNX,Human rights campaigners in Guyana square up to MPs over a key vote on a law that would ban discrimination against gays.,7.386,medium_long
ID_HESLDK,"After much negotiation, the major producers decided to shelve their objections.",4.223,medium_short
ID_TXGBIP,"And as Britain prepares to say farewell to Princess Diana, the Catholic world mourns the death of Mother Teresa.",5.841,medium_long
ID_LKPSQP,"At a meeting in Geneva, the US announced that in two weeks' time it would ask the World Trade Organization to approve its multi-million dollar trade sanctions on European goods, a request which Washington insists is a mere formality.",13.723,long
ID_ANUOXT,A member state cannot attach conditions to its willingness to pay.,3.121,short
ID_GTHULD,The military signed a letter agreeing to welcome a civilian peacekeeping mission.,4.722,medium_short
ID_TOQSRA,It's just a ridiculous story about this poor child.,3.941,medium_short
ID_WZSJAI,New York-based attorney Arthur Helton is a senior fellow at the Council on Foreign Relations.,4.642,medium_short
ID_NAQWRA,OECS private sector leaders want their own organisation.,2.942,short
ID_UWNUBS,Also in the race are Japan's ambassador to Paris and a former Australian foreign minister.,4.881,medium_short
ID_HWHLZC,Trinidadian Edwin Carrington has been defeated in his bid to become the director general of the Brussels-based CDI.,6.922,medium_long
ID_EVWDAW,Questions are being asked about whether the European Union and the United States are edging closer to a trade war.,5.783,medium_long
ID_XPGIPL,The London-based Christian Aid Organisation will next week launch a six-month campaign urging the cancellation of Third World debts to commercial banks.,9.126,long
ID_BQYBOI,"On our feeder line service, which is serving the OECD estates and Guyana, this will be now on a two-weekly rotation, and it will be relayed through the port of port of Spain.",11.911,long
