ID,Transcription
ID_WNDUHR,"Belize is the only Caribbean country with so large question of refugees, of course, that we have other Caribbean countries."
ID_YOHIAP,and the suggestion by the PNC that their protests will now have to be taken to a higher level.
ID_GUHCXQ,Congress come elections in November.
ID_DCZLYE,and discourages dealing with London money or criminal proceeds.
ID_MMKLMN,stimulating the market and being able to augment our existing services and also the regional services.
ID_ZBOKPH,"As Caribbean people, there's no reason why we shouldn't be given that respect."
ID_LBLZJE,"From London, BBC Caribbean Report."
ID_VLYSLD,I'm Orin Gordon and this is BBC Caribbean Report.
ID_PADFFQ,The JLP will also not be appointing any senators.
ID_FSOART,"Sunday's presidential, parliamentary and local government elections were conducted without incident under the watchful eyes of hundreds of foreign observers."
ID_EOUOFO,"I am offering myself to the delegates to advise me whether they wish me to continue in order to secure from them an overwhelming vote, which we expect we will get, in order to ensure that next year is a year in which the party is not looking at internal differences."
ID_RYHLPR,imposed by the agents on booking flights on American and British Airways.
ID_WVWTMS,Trinidad's Attorney General dismisses charges that the state may have executed an innocent man because based on fresh information now made public.
ID_KCZONL,A constitutional standoff in Trinidad only minutes away from being resolved.
ID_GYYWOY,"Seventeen people are under arrest, most of them from Venezuela and the Dominican Republic."
ID_AJVGVS,Lucian Anger directed at American Airlines and New Yorkers want Elian Gonzalez returned to Cuba.
ID_RENWAW,"We just can't control certain things, said Officer Cardinal Scott, who had been assigned to record all occurrences during that eight-hour shift."
ID_OPSEZX,of the residents who will be moving out from the Plymouth and other areas out into the north of the island.
ID_XGLVSH,Some Haitian refugees have told US authorities they were persecuted when they were forcibly returned to their homeland by the US Coast Guard last year.
ID_ISXQHH,"And on this basis, the security forces may well have been disenfranchised."
ID_YKCNJG,"From London, BBC Caribbean Report."
ID_YJOHTM,"But Ben Jones should pursue the voters' good, they said."
ID_ACAIQV,The paper appeals to former presidents Hassan Ali and Clark and business and industrial leaders to urge the prime minister and president to sit down and dialogue.
ID_TKMWNC,"And, you know, the devil finds who will work for Iglehans."
ID_UPIUKX,We have put more personnel into the operation.
ID_ODGOJT,"In fact, the cleanup started several days ago."
ID_OIRQIS,"itself a student of banana politics here, says the first indication of a special relationship between Chiquita and the White House came when the name of Chiquita patriarch Carl Lindner appeared as one of the first donors invited at President Bill Clinton's request to spend the night at the Lincoln Bedroom at the White House."
ID_HHQPJF,We were discussing that sometime now.
ID_WDOCJQ,and we don't think that protects financial privacy.
ID_ABQOQT,"That at least is the opinion of the parliament speaker, Jagannath Lakhman, who conducted the negotiations."
ID_DRFAAC,Exports of Caribbean garments to the US on the rise.
ID_NKOXZB,The tragedy is inevitable because the negligence
ID_NPPOHN,"two persons, one of them from the protesters for the Navy and one of the protesters against the Navy, had kind of a fistfight in there."
ID_ECLJHU,I would hope that the situation is such that the whole medical benefit issue will be subjected to serious interrogation.
ID_IKYIPZ,"In other news, Cuba and Holland have signed a new investment promotion agreement."
ID_VJMHUO,which resulted in a coalition arrangement between Mr. Douglas' DLP and the Dominica Freedom Party.
ID_ZSCRFR,I'm Hugh Crosskill and this is BBC Caribbean Report.
ID_KMAPSX,"I'm sure you're aware that the drug, the smuggling of drugs or the trafficking of drugs is a major enterprise."
ID_QJPQSJ,but again it was dismissed by the court.
ID_RYOYVJ,"I would regard it as an absolutely last option if everything else is failing, but I felt it was exercised too quickly."
ID_OQGJXR,I'm Oren Gordon and this is BBC Caribbean Report.
ID_UWYRRE,The Moonies controversy turning into Dominica's top election issue.
ID_ZKLNYU,"The minister says it must be noted that the Ghana Telephone and Telegraph Company is a subsidiary of the American company ATN, headquartered in the U.S."
ID_XLVKTI,"In recent months, as you said, there's been some dialogue with the Latin Americans to find a solution to the banana problem."
ID_RAKQTA,Police officers in Curacao go on strike.
ID_CEVZMA,"Asked if Guyana would oppose such a move, Mr. Hoyt said he will want a full debate based on the facts and expects there will be consensus at any future meeting."
ID_JLWNVW,I'm Yvette Rowe and this is BBC Caribbean Report.
ID_DGILRE,and much of the upheaval which followed the election could have been avoided.
ID_EPGUSM,"embargo since nineteen ninety two, the AAWH launched a study on the impact of U.S."
ID_RRWSST,There has been further opposition to the judicial appointment of former Dominican opposition leader Brian Alleyne and compromises as the Habitat conference ends in Turkey.
ID_YNKWRS,The police union is however convinced that the army murdered their inspector and shut their headquarters.
ID_WVVVOY,in two thousand than they were in nineteen ninety five nineteen ninety six nineteen ninety seven can they shop do they have housing proper housing adequate housing are they well fed these are the real bread and butter issues newspaper editor charles hadding you're listening to bbc caribbean report
ID_LYQRXD,"You get a better situation in Europe, I think, by one point."
ID_MMJJEW,"The flights are arriving, he said, the airport is open, and that is certainly true."
ID_AIJBUQ,"A common theme, in fact, was the need to publicize fair trade labeling among consumers, who, according to a recent opinion survey in Western Europe,"
ID_WRWDJQ,Haiti's provisional government admitted that a group of metropolitan police agents had broken up a meeting organized by Prime Minister-designate René Theodore.
ID_CEEGYJ,Ambassador Casimir said Father Aristide might be willing to dump some of his ministers if the country's Congress officially recognizes him as president.
ID_YJVXRQ,"People in these islands in the Caribbean area, which is prone to natural disasters such as hurricanes every year, if they take out a loan at a financial institution like a bank,"
ID_LUEPFN,"For the upcoming election, each registered voter on the island will be able to vote for nine separate candidates."
ID_OQPIEL,And they are holding important positions now in the government.
ID_MBYHON,"From London, BBC Caribbean Report."
ID_QVWJLA,And Brian Lowry's request for a break to watch football gets a thumbs down from management.
ID_ITCURY,"Reporting from Nassau for BBC Caribbean Report, this is Debbie Nash."
ID_OKBFAN,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_SQDSFZ,That's when a bloody coup was followed by an armed invasion by United States soldiers.
ID_MFDEXQ,British aid is based on the findings of a survey of Montserratians which found that most of them want to remain on the island.
ID_TQMSAU,We hope to get persons from the various affected communities
ID_JPFTUD,"Prime Minister Hubert Ingram underscored the vulnerability of small nation states as he referred to ongoing post-hurricane reparations costing hundreds of millions of dollars taking place in the host country, noting..."
ID_LXQVJW,I spoke to Dr. Williams and asked him about the continued environmental concerns if the fires are not brought under control soon.
ID_PIFDUZ,"Speaking for his colleagues, Attorney General of Jamaica, Senator Arnold Nicholson, read out other elements of the proposals going to the heads of government."
ID_OYOEUI,ANC spokesman Carl Niehaus appealed for people to remain calm and not be provoked.
ID_MYLMDM,The proposed CARICOM multilateral air services agreement with Britain may never get off the ground.
ID_CFAZZL,Should you add six to nine by fighting to retain the leadership of the JLP?
ID_KZWCWW,"And therefore, the last gasp, the last effort we have to make is unity."
ID_TDFYFQ,We understand that the developers had privately suggested that they're going to make one last attempt
ID_REDFZA,"I think if the Europeans are offering assistance, I think we should at least have a united position on bananas that puts in front of everything else the conditions under which the bananas are grown and the fact that the farmers who are growing bananas are feeling that they're not getting sufficient returns for their labor."
ID_MEATYB,Canadian teachers go on strike for higher pay as Vincentian state workers get more money.
ID_FLQQSZ,"And while Bermuda watches the winds of Hurricane Felix subside, a political storm continues to brew over the referendum issue."
ID_ZHLMBT,The US Navy returns some of its land on VAKs.
ID_KPTGMZ,He read the weakness of batsmen so quickly.
ID_WRUCYJ,These tropical storm winds are extending like one hundred and forty five miles from the center.
ID_LIUPUM,"From London, this is BBC Caribbean Report."
ID_GVTMPA,I'm joined once more by Keith Stone-Grives in Plymouth.
ID_MMNGPU,I think what Sir Ellis said was that he had said that I would not appoint them until I meet you to consult with you and advise you and warn you and so on.
ID_DZZPPJ,The reversal of reprehensible immigration laws and implementing the Caribbean Initiative Enhancement Act are two priority areas the ambassador and his team will press the White House on before elections next year.
ID_UEGGRT,We've had a couple of washed up boats as well that washed ashore off Sandy Point and St.
ID_NNVWBA,The challenge is to find new creative ways to provide additional services.
ID_DEGXLC,Fifty prefabricated houses have been completed in northern Montserrat with British funds and another fifty are under construction.
ID_OMELFV,The British government intends discussing a whole range of issues with Montserrat's Chief Minister Bertrand Osborne when he visits London next month.
ID_RCTHFP,"Theresa Butler, permanent secretary at the Prime Minister's office,"
ID_ZOMDIL,The Jamaican government responds to claims of growing disappointment over the pace of change.
ID_ZRQVCL,"With two days to go before Haitians go to the polls, a massive show of support for controversial presidential candidate Father Jean-Bertrand Aristide."
ID_MQTUXM,"As you know, we have other crops that we have been producing for a long time and we need to begin to readjust and change our agricultural strategies to enable us to"
ID_WDFIQW,And absence of his trademark hat had no effect on Richard Richardson's debut for Yorkshire today.
ID_UECKLN,And the Cuban black market for dollars continues to thrive.
ID_QXBQSR,"Though, of course, with the developments that have taken place and the explanations provided and what you are now telling me, leads one to become even more suspicious of the true intent of the Dominican Republic."
ID_HJCQHM,"From London, BBC Caribbean Report."
ID_MVOCEC,The government and the opposition in Trinidad and Tobago have backed away from hardline positions on a greater degree of autonomy for Tobago.
ID_QTDGSV,Consumers cannot have their cake and eat it.
ID_QSYOFQ,"After a series of meetings that ended today, the Organisation for Economic Cooperation and Development is expected to outline the next steps in its tax competition initiative against offshore centres."
ID_AVTLVW,"In order to stop this traffic, the Director of Migration Office announced yesterday that minors will not be allowed to leave the Dominican Republic if they do not travel with their parents."
ID_WBTZYG,"I'm Mike Jarvis, and this is BBC Caribbean Report."
ID_ZULPTY,"However reprehensible the people may be, that's not the way to go about it."
ID_CIIWLY,I do not want to prejudge the work of the group.
ID_LFWOJF,"Off the field, he was such a gentleman, such a good friend."
ID_QLNAZY,"This step for recognition, which is in fact recognizing a reality that has existed for ten years, is a major step in that direction to settle this long-standing problem between us."
ID_IXOGFI,This coincided with Prime Minister Arthur's threats of retaliatory action against unfreight trade in CARICOM.
ID_TDGOKG,British dependent territories about to learn of London's plans for them.
ID_PZAONX,"In an address to the nation, President Jagan appealed to everyone to be part of the effort to avert that disaster."
ID_RKDDVH,"Back in the nineteen eighties when Haiti was singled out as the birthplace of AIDS in the new world, in fact that wasn't true at all, HIV came to Haiti from the United States and if you looked at per capita rates at that time, what you could call attack rates if you like, they were actually higher in some other countries."
ID_ZGWWZW,Up to seventy six thousand Britons could be using Cubana to get them to Cuba for their dream holiday.
ID_VYLZWV,"In the dispute involving Grenada Broadcasting Network employees, Acting Labour Commissioner Cyrus Griffiths has proposed that the workers return to their jobs immediately."
ID_RVYRJA,"Debbie, what did you make of what John Higgs had to say?"
ID_VVDZMC,"From Port of Spain, Tony Fraser reporting for BBC Caribbean Report."
ID_GMDFIF,"The Guyana Human Rights Association has strongly condemned the government's support for the interim administration in Suriname, which was installed by the military after the Christmas Eve coup."
ID_OLLPZC,Jamaica defends its record on the implementation of CARICOM decisions.
ID_JGBHAO,And then the government will make that drug available to persons who are living with HIV and AIDS.
ID_QXSOYO,An entire tour bus with German tourists is held up and robbed in Jamaica.
ID_CAZGLZ,the Secretariat is to run with the decisions taken by the leaders at the heads of government's meetings.
ID_TYEFXT,It was a bitter pill for the new board of the St.
ID_FLNJLH,But even President Aristide's term of office was not all peace and harmony.
ID_CXUSWG,We also have what we believe also support the elections.
ID_KXLKOS,"From London, BBC Caribbean Report."
ID_WNWBRH,Congressman Rangel told me that a child who has just lost his mother shouldn't be deprived of the love of his father.
ID_KVXCCF,So there's no suspicion on your part that the military wants to keep control of the government and get rid of civilian governments altogether?
ID_JHHLEE,Windward Island's government's told by a former colleague to embrace private sector involvement in the banana industry.
ID_NPBYLV,Montserrat temporarily revokes the CET.
ID_JLYHLB,"In Haiti, banks and shops reopened and streets were crowded with Christmas shoppers in Haiti today, a day after security forces repelled an apparent coup attempt by a band of gunmen who stormed the National Palace."
ID_MKRMFX,Outgoing Prime Minister Edison James will be sworn in as opposition leader tomorrow morning.
ID_FEIJZS,"As a matter of fact, instead of Justice Diaz going to speak and make those speeches, there are many judgments which are outstanding, which he should complete."
ID_KTPVXB,One businessman arrested in connection with human smuggling in Dutch St.
ID_ZXJDFQ,"But his point was that countries like Turkey and Israel, who are not in Europe, but who border onto the European Union, they are able"
ID_UJAFUM,Now it is true and because Haiti is the poorest of these countries
ID_RCNUHU,"The attorneys general have therefore decided to advise their heads of government to, among other things, withdraw from the relevant human rights bodies."
ID_JVUBZD,OECS nations announce initiatives to ease the debt burden of their organisation and the whaling controversy hits St Lucia with hotel cancellations.
ID_XPENPR,"In a moment, Jerry Timmons provides an eyewitness account."
ID_DRXRJO,I'm Ken Richards and this is BBC Caribbean Report.
ID_PINYOJ,"On one of those notes produced this morning was written,"
ID_DTQEVP,"that a presidential amnesty granted the Muslims while they held the Prime Minister, several cabinet members, and fifty other hostages was valid."
ID_SYOOEZ,I am chairman of the anti-apartheid movement in the Caribbean.
ID_DGRGUR,"The Belizean opposition leader, Manuel Esquivel, has been speaking about pressure from the British government to protect the business interests of the country's ambassador to the United Nations, Michael Ashcroft."
ID_SXWYYC,"In his first public statement on his decision to step down ahead of the next elections, Mr Compton said he decided it was time to change the party leadership when his UWP holds its annual convention on January twenty-first."
ID_MAEWOR,"Quite literally, Mr. Ashcroft is in control of our economy."
ID_HWNSVQ,The images of Elian being wrapped in a U.S.
ID_YDWNDD,A prominent Guyanese businessman says any future government must be committed to a vibrant private sector.
ID_XIXSOO,That's a question I put to Philip Polwell when he visited the studios of BBC Caribbean Report.
ID_LYFLND,But they're essentially saying that it's you really who are not negotiating in good faith.
ID_VZEVAU,Martin has already sustained and more is expected.
ID_PKWRTM,"Well, I think he again misread the mood of the Haitian people and their leaders."
ID_DXIDKB,That should now make it easier for heads to ratify the agreement.
ID_IKISBY,reducing the population from eleven thousand to less than five thousand.
ID_EWXEUL,None of the many reports have detailed any wrongdoing on the part of Mr Ashcroft.
ID_KPJZTD,"Well, Pat, I've just heard, and even as we speak, journalists outside the Red House are waiting for the various members of Parliament, that is the fifteen hostages in the Red House, waiting for them to be released."
ID_BNDLMT,"Well, we're hopeful that the United States will be able to exercise some leverage and influence."
ID_GBTCFJ,"I'm Leslie Gough, and this is BBC Caribbean Report."
ID_PTEBAB,"The opposition parties, grouped under the Democratic convergence, say they plan to challenge Mr Neptune's so-called openness with a public demonstration planned for tomorrow."
ID_MOLFKK,"But, I mean, eighty-odd years old, this budget presentation that caused the uproar and led to this letter certainly was not really a presentation."
ID_JFQHTA,New York City Councilman Guillermo Linares.
ID_JVBALY,Their protests against the Cuban boy Elian Gonzalez being returned home caused chaos in Miami last week.
ID_GKYBWL,Georgetown remains angry that at least three Karikom states have banned Ghana's seafood exports because of the spill.
ID_KQGCTM,"The Prime Minister of Dominica, Eugenia Charles, is in London today following a tour of European capitals."
ID_YOKRDG,"The Caribbean community, CARICOM, is aware of that and had promised that they would be giving technical assistance to Haiti."
ID_HRXHCH,"At present, it's not easy to be a monstration or anyone, for that matter, living on this thirty-nine square mile British dependency at the mercy of a rumbling Soufriere Hills volcano."
ID_HCWAEK,"CARICOM formulated its position on the eve of the summit, and by far the most high-profile issue was Nigeria's relationship with the Commonwealth."
ID_LTLAQW,It's minus one of the products that had been feared would cost many British jobs.
ID_ZEZVDN,Antiguan Barbuda is calling on the United States Congress to provide resources to help the Caribbean with its development.
ID_IINNIM,It's the second financial entity to be taken over by the government in under a year.
ID_CPVANJ,and indeed have already started to send test shipments to FIFEs here in London.
ID_WLYFBH,"And we think, therefore, from that we will find other ways of restructuring the CARICOM Secretariat, which will bear more effectively on being able to put in place the decisions that we have made during these meetings."
ID_MGQLQE,"Given the problems within Mr Hughes' cabinet, Wednesday's announcement came as no surprise in the valley and the rest of Anguilla."
ID_JVWYEI,"For BBC Caribbean Report, I am Lou Smith in St."
ID_ELURMD,"Trinidad and Tobago's opposition, PNM, and three former ministers locked in power-sharing talks."
ID_VYGCSI,Government officials here do not hide their disappointment over the results of the election.
ID_FKFEIR,"We are trying to arrive at an arrangement that is acceptable to all of us and that will facilitate a government that can deal with the key problems of the country, most pressing of which is corruption."
ID_FRRVBP,And Montserratians in Britain plan a massive fundraising campaign.
ID_FJLMXB,"From London, BBC Caribbean Report."
ID_BVGAKY,"From London, this is BBC Caribbean Report."
ID_WKQVCC,Overseas-based Montserratians are to be denied the vote.
ID_VFLJGB,"We have the best scientists around the world advising us, and we will make the decisions only on the basis of advice from those scientists."
ID_GMNDYK,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_SNLSBO,This month is the final pull-out of USAID from the sub-region.
ID_JDWUYZ,I'm Ken Richards and this is BBC Caribbean Report.
ID_PIEKMI,And the West Indies Cricket Board is criticized for getting its procedures all wrong.
ID_BJGIOP,"But, as Hugh Crosskill reports now from Santo Domingo, suggestions from the Dominican government that his life could be in danger forced President Aristide to turn down the invitation."
ID_QZFVAP,one might have been looking for something more tangible.
ID_XTZTML,Tony Fraser was at the news conference and raised the question of modernizing the Georgetown-based secretariat.
ID_YQLFTT,"But in so doing, Rafiq Shah, chairman of the Trinidad Island White Cane Farmers Association, told the agriculture minister that the farmers want a minimum of one hundred and seventy five dollars per ton for their canes."
ID_QTKSTT,Both the Barbadian and the Guyanese budgets come under fire from the private sector.
ID_NBHVUX,We are prepared to provide any information on the technical process of the elections for the observers so that they can know what they're looking at and know what to keep an eye out for.
ID_QSXOHT,Mr. Douglas expressed what he said was the understanding of the nationalist forces in Latin America of the need to resolve all Middle East problems away from the influence of the United States.
ID_SJEBKW,Mrs. Kinnock has been a longtime advocate of retaining preferential pricing for Caribbean bananas.
ID_BIWOUG,and somebody that we consider as a friend that will honor us by coming to our country.
ID_GYOTYQ,"British Airways remained optimistic today that its proposed alliance with American Airlines would take off this summer, despite the threat of a clash with the European Commission."
ID_VCFUIC,The Puerto Rico Agriculture Department says
ID_MBUPXS,The stage is set for a bitter confrontation between the government and opposition in Antigua over the Guyana Island project.
ID_BQHMFL,British and American scientists discover new cure for AIDS.
ID_PHCXQO,political constituencies against the UNC government.
ID_BXYVXS,Diana's president remains in hospital after complaining of persistent pain.
ID_BYQFDA,Trinidadian Prime Minister Bastio Pandey today appealed to public workers threatening strike action on Monday and Tuesday to reconsider.
ID_FNSVPK,"After all, the war is waged in the name of the UN in some respects."
ID_UHNHEA,I notice that the leadership is saying that we are putting it to the people.
ID_MRTVJX,Met officials in the region described eighty mile per hour Hurricane Marilyn as one of the smallest systems of the nineteen ninety-five hurricane season.
ID_QORYMC,The Grenada Agriculture Minister did not feel her island was out of place as the smallest banana producer in the windward to join with St.
ID_BYVFPP,"No, I don't think that the government should pay."
ID_JQRPBP,These are the issues to which the Commonwealth has to respond and our agenda has to be heavy in addressing these concerns.
ID_LCJOSE,The chances of a South African cricket team touring the Caribbean this year increased today with the arrival of executive members of the West Indies Board of Control in South Africa.
ID_AYUQJI,"They could be in bigger trouble if the hurricane moves toward the north once it passes Puerto Rico, which is quite likely."
ID_VRXYTC,"Many of them took the opportunity as well to catch up, get some money from the banks."
ID_XUZYEC,"We will see further countries applying to join the Lomé Convention, or it may be that the Caribbean themselves will look for other arrangements in addition to Lomé."
ID_ZQXOBE,"From London, BBC Caribbean Report."
ID_RZQHZD,"We have made some very strenuous efforts to restructure our organization, as you know, involving the shifting of one of our offices from Antigua into the headquarters in St."
ID_NAIBHX,"Under sanctions adopted by the European Union, members of the Nigerian military government are not granted visas to enter Britain, and British officials said that if Chief Hakimi arrived with a delegation, he would be stopped."
ID_YWEAJZ,"As one Trinidad newspaper put it, the Y-IIK problem turned out to be a damp squib rather than the explosive time bomb many people thought it would be."
ID_MTZQGW,Farmers now produce sixty percent of all canes grown by the sugar factory.
ID_KMOPDP,The original match against Nicky Oppenheimer's XI in mid-run scheduled for Tuesday has been postponed.
ID_POYIIA,"That would be a disappointing situation, and that, to my mind, would call in question the integrity of the system."
ID_AXTUJB,PJ Patterson makes an impassioned defence of the death penalty.
ID_EYSHZV,The tendency is that we will not grow into a banana-producing country.
ID_HMDETX,"I was fascinated to see the whole plethora of parties, some seventy-five political parties."
ID_FAPXRF,"The proposal comes out of a meeting in Puerto Rico by the Caribbean Technical Advisory Group, an organization which brings together public and private sector representatives as well as academics from the Caribbean and Latin America."
ID_RUXCEM,"In the case of Chile, they said they would not attend in protest of Spain's intention to prosecute the former General Augusto Pinochet."
ID_DJFARF,"And as Mr Carrington prepares to leave the ACP's top post, the banana row between CARICOM and the Dominican Republic has raised a cloud over his departure, as Sandra Baptiste reports from Brussels."
ID_EKJGZF,He listed a series of demands which he said that President de Klerk and his government must meet.
ID_VXBZEV,"The scientists warn that toxic emissions from the volcano are reaching dangerous levels, putting the remaining residents at risk."
ID_WJTQVD,Then we get the indications that it is going to become a reality.
ID_RHRMLH,Mr. Branaschut told me that the military will soon be re-equipping itself for the struggles ahead.
ID_YASRKU,The Commonwealth's first scare came earlier this week when a fifteen-year-old girl died.
ID_WGFCNX,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_PCOYHB,"There does not seem really to me to be a strategy on the part of past supporters of, or supporters of past dictatorships to take over power, because the army, even though a fraction of the army has entered onto the scene, is not really able to hold on to power."
ID_UGAOTL,That's a wrong way to look at the whole picture.
ID_MRCWRH,"I think it's worse than marginalisation, worse than being pushed out to the edges."
ID_CWBLEB,"As for its financial losses, this is what the Antigua and Barbuda Transport Minister Robin Yearwood told BBC Caribbean Report two weeks ago."
ID_RKDVBP,"Hello, this is Hugh Crosskill reporting from London."
ID_KOHMPJ,Jamaican MPs have tabled a private motion calling for greater national recognition of the late Bob Marley.
ID_HFXDUL,"Crowds of restless youths also formed in other parts of the city, also threatening violent disturbances."
ID_IQEQNW,with three times the gross national product of the rest of the hemisphere put together.
ID_SHOKRU,"Five CARICOM prime ministers are among the African, Caribbean and Pacific leaders who are gathering in the Gabonese capital, Libreville, for a summit meeting."
ID_JGETMH,"Nineteen sixty-two, four years after the establishment of the West Indian Federation, it collapsed."
ID_MKBYXX,Congressman Weiss told me specifically what he hoped the letter would achieve.
ID_LOVXBV,Parents in Jamaica protest over school fees.
ID_TUMWCL,"But beyond that, the Attorney General has revealed that the government intends to establish an extension of the local court of appeal."
ID_NMWKGI,"It is, again, unlike the dialogue, the meeting of the two leaders is not intended to be just a conversation."
ID_ZABZOX,"Bakke is contending, too, that the government has gone against its promise to settle the dispute over the ten-acre parcel of land now occupied in part by the Muslims."
ID_ZRNFOI,"From London, BBC Caribbean Report."
ID_WUCPSO,I asked him how likely was it that such a request would be granted.
ID_ZXDODR,in the world trade arena if Washington imposed sanctions on the French oil firm Total.
ID_RWMFNA,honest business that i think we still maintain or uh... premier position at an offshore jurisdiction so what does this latest development really do for your country's offshore sector well it's hard to say at this stage we're still doing some investigations i think one has to realize however that even though i'm peter is used as a conduit uh... has been in this case that the funds really are sitting somewhere in the united states uh... have been transferred
ID_XHUOWJ,And I know the dangers of adopting courses which appear to be suppressing the interests of one island at the expense of the other.
ID_TLPZDA,"In Montserrat, a new party has been formed to contest the next general election, constitutionally due in three months' time."
ID_PMIKVQ,"I do hereby solemnly declare that I will bear true faith and allegiance to the people of Guyana, that I will faithfully execute the office of Prime Minister."
ID_WOBDYP,Because I've heard very little you have said that sounds like a ringing endorsement from the Europeans.
ID_GRISQL,And the OAS mission prepares to pull out of Haiti without guarantees for the return of President Aristide.
ID_TRZKOJ,"In England, the former captains David Gower and Ian Botham were warm in their tributes."
ID_CYAHZM,"And we, however, have been"
ID_TPKBTL,We are not sure that the full effect of these steps have yet been evaluated by the FATF.
ID_LACNZE,obviously the intention is that such a measure would make it easier for american businesses to invest in the caribbean to what extent you think this will be realized i think it's not likely to have much impact on the investments by american business the incentives for american business already are there corporations have not rushed to the caribbean even though there have been incentives what this bill will do is lower already very low tariffs and
ID_KYYERB,"Mr. Griffith, who this week was appointed Executive Director of the Congressman's Brooklyn office,"
ID_XAJSQR,It must represent a meaningful and useful institution to our people.
ID_YWVZIF,"That's the opinion of Jamaica's Carl Al Dunkley, Minister of Production, Mining and Commerce."
ID_UPQVTX,Thousands sent to the UK are dumped.
ID_XEYOWQ,"She was among the leaders from Britain's overseas territories in London this week for talks with Baroness Patricia Scotland, the junior foreign office minister responsible for the islands."
ID_ETITTK,"Well, we do have a few areas of disturbed weather out in the Atlantic that we are watching, but none of them are developing into anything more serious at the present time."
ID_NPJUFK,"The Montserrat volcanic crisis has been high on the political agenda in the UK, especially after the unfortunate occurrences on June twenty fifth when nineteen people died in the wake of a devastating pyroclastic flow which wiped out several villages on the eastern side of the island."
ID_GEFVZV,"On the face of it, most of the proposals would appear to be desirable in a modern democracy, an intersexist language in the constitution, the creation of an independent electoral and boundaries commission, extending the retirement age for judges, and creating a commission to regulate teachers and ensure they meet uniform standards."
ID_LEUTES,And this lull in executions of convicted murderers has not been for want of trying by this and previous governments.
ID_WAPONS,"Guyanese people say they're relieved but still troubled by the unrest of last month and the new wind is team, what the region's sports editors think."
ID_YMHWWQ,"The team, which began its work last Tuesday, also says it's unlikely that they'll complete work before the team's deadline of April."
ID_VBKMRW,Professor Mango was responding to the reluctance being shown by countries like Barbados and Jamaica to sign a maritime drug interdiction agreement with the United States.
ID_EWCUUT,They keep lying to the American public opinion and to the international public opinion.
ID_QWPYKY,Colin Smith and George Tangayana for BBC Caribbean Report.
ID_CYUKUS,"In fact, it's, I think, caused the drug dealers to look elsewhere."
ID_OVCBZA,This is a superb occasion for both sides.
ID_DKRBHH,"However, this is only to ensure the integrity of future arbitration processes."
ID_BBGBWA,I'm Oren Gordon and this is BBC Caribbean Report.
ID_TXXAVH,They will not accede to receiving any medications from the military doctor.
ID_GTQLYZ,"Well, the scene is fairly well set here today outside of Whitehall."
ID_CZYSLN,"They've got as close as a helicopter can go, and they've flown over the area and have made some initial or some preliminary estimates on what they've seen."
ID_ZQYJBP,"From London, BBC Caribbean Report."
ID_VWYKLZ,So then the major airlines are going to use the connections from major airlines to bring people into our islands.
ID_VAHKSF,I'm Oren Gordon and this is BBC Caribbean Report.
ID_MMCVEL,"At the same time, the agents have warned of the St."
ID_OFFTWP,Why Jamaica's opposition wants to stick with the proven abilities of Britain's Privy Council.
ID_UCRDWT,I'm Oren Gordon saying goodbye from London.
ID_BNJCQM,"As far as we are concerned, way back in the early nineties, in fact, Guatemala accepted the established land borders of Belize, accepted our independence and our sovereignty."
ID_TBHCGO,The association says lack of access to things like implant-a-fix manufactured in the U.S.
ID_XRYLJK,"A senior police official says based on a report received about a burglary, the lawmen started inquiries and several people were picked up for questioning."
ID_RRZWKG,"We wish we had some grounds like that in the Caribbean, particularly in the Windward and Leeward Islands, where our facilities are not good."
ID_EYCEPR,"I think one of the main things is, of course, I believe that everyone at ICC achieved the objective, and that is to preserve and maintain the unity and continuity"
ID_TPLRKQ,The newspaper was mentioned during testimony Wednesday and Thursday by current St.
ID_ZNVJEG,But that didn't dampen the festive spirit.
ID_HMCXDL,It has really sort of given us the sort of strength we need to continue.
ID_XAAKFQ,"We go in, as we did elsewhere now, to make our assessment and to make our recommendation to the head."
ID_TMYMHZ,"The Creole language is making progress, as you may have gathered from today's program, but will it ever become the region's second language?"
ID_GULZXN,"Some countries, like Jamaica, also wanted better access for their textiles and clothing to the richer countries."
ID_KANTIC,Because President Aristide has still maintained that he wants to prosecute General Sedra.
ID_ORZVIP,"From London, BBC Caribbean Report."
ID_GBLUDY,"There, each one of them has been allocated a special private villa."
ID_FNQCDW,Coast Guard to board and surge vessels in Caribbean waters.
ID_WGVTYR,She is also alleging that the official voters list was so seriously flawed that it rendered the elections unlawful.
ID_HPEVFZ,"But first, Electra Naismith reports."
ID_TJWGXN,Trinidad and Tobago witnessing a possible banking takeover that could rock the Twin Islands financial sector.
ID_YBOISZ,"This morning at around nine o'clock, students began leaving their schools and taking to the streets, setting fire to tires,"
ID_YBSFGU,So you felt duty-bound because of the French financial support?
ID_PLFGRH,"The reshuffling of the cabinet was precipitated by the resignation of Mining and Energy Minister Horace Clarke over the granting of a twenty-nine point five million dollar tax waiver to Shell Oil Company, West Indies Limited."
ID_SKJKWB,There are lots of gangsters in the city's Soleil slum.
ID_GGKUUI,"From London, BBC Caribbean Report."
ID_NCCXVF,I'm Mike Jarvis and this is BBC Caribbean Report.
